ProductKey;ProductSubcategoryKey;ProductSKU;ProductName;ModelName;ProductColor;ProductCost;ProductPrice
478;28;BC-M005;Swim-Ready Activity Band, W;HydroSync Elite;White;95;170
479;28;BC-R205;Underwater Fitness Monitor;AquaFlex Navigator;NA;120;200
480;37;PK-7098;Smart Sleep Analysis Device 20;SleepAnalytica;NA;50;90
481;23;SO-R809-M;Compact Inductive Charger 6;InductCharge Pro;White;40;70
482;23;SO-R809-L;Multi-Device Charging Mat;PowerHub Ultra;White;50;90
483;26;RA-H123;Hiking Adventure Tracker;HikeSync 5000;NA;110;190
484;29;CL-9009;Wireless Sport Earbuds;AdventureSound Pro;NA;80;140
485;30;FE-6654;Bluetooth Tracking Tag;TagSync Pro;NA;30;50
486;27;ST-1401;Ultra-Portable Solar Charger;SolarGo Mini;NA;40;70
487;32;HY-1023-70;Digital AR Wayfinder;WaypointSync;Silver;60;100
488;21;SJ-0194-S;Smart Beauty Mirror 400;GlamTech Navigator;Yellow;120;200
489;21;SJ-0194-M;Smart Beauty Mirror 410;GlamTech Navigator;Yellow;125;210
490;21;SJ-0194-L;Smart Beauty Mirror 420;GlamTech Navigator;Yellow;130;220
491;21;SJ-0194-X;Smart Beauty Mirror 430;GlamTech Navigator;Yellow;135;230
492;16;FR-T98Y-60;Advanced Equestrian Helmet 20;EquiGuard Tech;Yellow;150;250
493;16;FR-T67Y-62;Advanced Equestrian Helmet 30;EquiGuard Tech;Yellow;160;260
494;16;FR-T98Y-46;Advanced Equestrian Helmet 40;EquiGuard Tech;Yellow;170;270
495;16;FR-T98Y-50;Advanced Equestrian Helmet 50;EquiGuard Tech;Yellow;180;280
496;16;FR-T98Y-54;Smart Urban Commuter Helmet 41;CitySync Navigator;Yellow;120;200
497;16;FR-T98U-46;Smart Urban Commuter Helmet 42;CitySync Navigator;Blue;125;210
498;16;FR-T98U-50;Smart Urban Commuter Helmet 43;CitySync Navigator;Blue;130;220
499;16;FR-T98U-54;Smart Urban Commuter Helmet 44;CitySync Navigator;Blue;135;230
500;16;FR-T98U-60;Connected Skiing Helmet 60;SlopeMaster 360;Blue;190;320
501;9;RD-2308;Virtual Reality Headset 1;VRXperience Pro;Silver;250;400
502;16;FR-T67U-50;Connected Skiing Helmet 61;SlopeMaster 360;Blue;195;330
503;16;FR-T67U-54;Connected Skiing Helmet 62;SlopeMaster 360;Blue;200;340
504;16;FR-T67U-58;Connected Skiing Helmet 63;SlopeMaster 360;Blue;205;350
505;16;FR-T67U-62;Intelligent Cycling Helmet 100;SmartGuard Pro;Blue;130;220
506;16;FR-T67Y-44;Intelligent Cycling Helmet 110;SmartGuard Pro;Yellow;135;230
507;16;FR-T67Y-50;Intelligent Cycling Helmet 120;SmartGuard Pro;Yellow;140;240
508;16;FR-T67Y-54;Intelligent Cycling Helmet 130;SmartGuard Pro;Yellow;145;250
509;16;FR-T67Y-58;Smart Ski Helmet 300;SlopeSync Pro;Yellow;180;300
510;16;FR-T67U-44;Smart Ski Helmet 310;SlopeSync Pro;Blue;185;310
511;12;FR-M63S-40;Adventure-Ready Portable Speaker 6;ExplorerSound Pro;Silver;110;200
512;12;FR-M63S-42;Adventure-Ready Portable Speaker 7;ExplorerSound Pro;Silver;115;210
513;12;FR-M63S-46;Water-Resistant Bluetooth Speaker 1;AquaTunes Splash;Silver;70;120
514;6;RB-9231;Portable Bluetooth Speaker 1;SonicBeats 2000;Silver;80;122
515;15;SE-M236;Ultra-Slim Power Bank 100;PowerSlim 5000;NA;60;100
516;15;SE-M798;Ultra-Slim Power Bank 200;PowerSlim 5000;NA;65;110
517;15;SE-M940;Ultra-Slim Power Bank 300;PowerSlim 5000;NA;70;120
518;15;SE-R581;High-Capacity Portable Charger 20;PowerBoost Pro;NA;80;140
519;15;SE-R908;High-Capacity Portable Charger 30;PowerBoost Pro;NA;85;150
520;15;SE-R995;High-Capacity Portable Charger 40;PowerBoost Pro;NA;90;160
521;15;SE-T312;Compact External Battery 300;PocketPower Elite;NA;75;130
522;15;SE-T762;Compact External Battery 310;PocketPower Elite;NA;80;140
523;15;SE-T924;Compact External Battery 320;PocketPower Elite;NA;85;150
524;12;FR-M21S-42;Water-Resistant Bluetooth Speaker 2 ;AquaTunes Splash;Silver;75;130
525;12;FR-M21S-44;Water-Resistant Bluetooth Speaker 3;AquaTunes Splash;Silver;80;140
526;12;FR-M21S-48;Water-Resistant Bluetooth Speaker 4;AquaTunes Splash;Silver;85;150
527;12;FR-M21S-52;Water-Resistant Bluetooth Speaker 5 ;AquaTunes Splash;Silver;90;160
528;37;TT-M928;Smart Sleep Analysis Device 30;SleepAnalytica;NA;55;100
529;37;TT-R982;Smart Sleep Analysis Device 40;SleepAnalytica;NA;60;110
530;37;TT-T092;Sleep Tracking Device 100;DreamSync;NA;70;120
531;12;FR-M21B-42;Water-Resistant Bluetooth Speaker 6;AquaTunes Splash;Black;95;170
532;12;FR-M21B-44;Heavy-Duty Outdoor Wireless Speaker 61;ExtremeBlast Outdoor;Black;200;350
533;12;FR-M21B-48;Heavy-Duty Outdoor Wireless Speaker 62;ExtremeBlast Outdoor;Black;210;360
534;12;FR-M21B-52;Heavy-Duty Outdoor Wireless Speaker 63;ExtremeBlast Outdoor;Black;220;370
535;37;TI-M267;Sleep Tracking Device 200;DreamSync;NA;75;130
536;37;TI-M602;Sleep Tracking Device 300;DreamSync;NA;80;140
537;37;TI-M823;Smart Sleep Monitor 400;SleepGuard;NA;90;150
538;37;TI-R092;Smart Sleep Monitor 500;SleepGuard;NA;95;160
539;37;TI-R628;Smart Sleep Monitor 600;SleepGuard;NA;100;170
540;37;TI-R982;AI Sleep Assistant 200;SleepAI;NA;120;200
541;37;TI-T723;AI Sleep Assistant 250;SleepAI;NA;130;220
542;13;PD-M282;Advanced GPS Navigator;GeoTrack Pro;Silver/Black;150;250
543;13;PD-M340;Outdoor Exploration GPS 100;TrailNavigator 5000;Silver/Black;120;220
544;13;PD-M562;Outdoor Exploration GPS 110;TrailNavigator 5000;Silver/Black;125;230
545;13;PD-R347;Outdoor Exploration GPS 120;TrailNavigator 5000;Silver/Black;130;240
546;13;PD-R563;Outdoor Exploration GPS 130;TrailNavigator 5000;Silver/Black;135;250
547;13;PD-R853;Smart GPS Tracker 1;NavigateSync Elite;Silver/Black;80;150
548;13;PD-T852;Smart GPS Tracker 2;NavigateSync Elite;Silver/Black;85;160
549;12;FR-M63S-38;Heavy-Duty Outdoor Wireless Speaker 64;ExtremeBlast Outdoor;Silver;230;380
550;12;FR-M21B-40;Heavy-Duty Outdoor Wireless Speaker 65;ExtremeBlast Outdoor;Black;240;390
551;12;FR-M21S-40;Heavy-Duty Outdoor Wireless Speaker 66;ExtremeBlast Outdoor;Silver;250;400
552;9;FD-2342;Immersive VR Goggles;VisionQuest 5000;Silver;180;300
553;4;HB-T721;Bluetooth Overhead Headset 5;EchoSilence 5000;NA;115;270
554;4;HB-T928;Sports Noise-Canceling Earphones 5;SportQuiet Pro;NA;90;250
555;6;FB-9873;Waterproof Outdoor Speaker 2;AquaSoundWave;Silver;90;155
556;8;CS-4759;Smartwatch Series X1;WatchSync Pro;Black;150;250
557;8;CS-6583;Advanced Smart Timepiece;TimeMaster Elite;Black;200;350
558;8;CS-9183;Fitness Smartwatch 3000;FitTime Tracker;Black;120;200
559;7;CH-0234;Smart Fitness Tracker 1;FitSync Pro;Silver;80;130
560;3;BK-T44U-60;Indoor Security Camera 1;SecureWatch 2000;Blue;120;200
561;3;BK-T79Y-46;Indoor Security Camera 2;SecureWatch 2000;Yellow;125;210
562;3;BK-T79Y-50;Indoor Security Camera 3;SecureWatch 2000;Yellow;130;220
563;3;BK-T79Y-54;Outdoor Bullet Camera 2;GuardVision Pro;Yellow;180;300
564;3;BK-T79Y-60;Outdoor Bullet Camera 3;GuardVision Pro;Yellow;185;310
565;3;BK-T18U-54;Outdoor Bullet Camera 4;GuardVision Pro;Blue;190;320
566;3;BK-T18U-58;Wireless Surveillance 5;SecureLink 5000;Blue;220;370
567;3;BK-T18U-62;Wireless Surveillance 6;SecureLink 5000;Blue;225;380
568;3;BK-T18Y-44;Wireless Surveillance 7;SecureLink 5000;Yellow;230;390
569;3;BK-T18Y-50;Wireless Surveillance 8;SecureLink 5000;Yellow;235;400
570;3;BK-T18Y-54;Pan-Tilt-Zoom Camera 1;OmniEye HD;Yellow;250;420
571;3;BK-T18Y-58;Pan-Tilt-Zoom Camera 2;OmniEye HD;Yellow;255;430
572;3;BK-T18Y-62;Pan-Tilt-Zoom Camera 3;OmniEye HD;Yellow;260;440
573;3;BK-T79U-46;Pan-Tilt-Zoom Camera 4;OmniEye HD;Blue;265;450
574;3;BK-T79U-50;Pan-Tilt-Zoom Camera 5;OmniEye HD;Blue;270;460
575;3;BK-T79U-54;Smart Home Security Cam 1;SentryView 360;Blue;200;335
576;3;BK-T79U-60;Smart Home Security Cam 2;SentryView 360;Blue;205;345
577;3;BK-T44U-46;Smart Home Security Cam 3;SentryView 360;Blue;210;355
578;3;BK-T44U-50;Smart Home Security Cam 4;SentryView 360;Blue;215;365
579;3;BK-T44U-54;Smart Home Security Cam 5;SentryView 360;Blue;220;375
580;2;BK-R79Y-40;Smart Candle Lights 69;FlameSim;Yellow;33;49,5
581;2;BK-R79Y-42;Smart Candle Lights 70;FlameSim;Yellow;35;52,5
582;2;BK-R79Y-44;Smart Strip Lights 11;StripSync;Yellow;60;90
583;2;BK-R79Y-48;Smart Strip Lights 12;StripSync;Yellow;63;94,5
584;2;BK-R19B-58;Smart Strip Lights 13;StripSync;Black;66;99
585;3;BK-T18U-44;Smart Home Security Cam 6;SentryView 360;Blue;225;385
586;3;BK-T18U-50;Smart Home Security Cam 7;SentryView 360;Blue;230;395
587;1;BK-M38S-38;Voice-Controlled Speaker 3 ;EchoTech;Silver;95;142,5
588;1;BK-M38S-40;Voice-Controlled Speaker 4 ;EchoTech;Silver;55;82,5
589;1;BK-M38S-42;Voice-Controlled Speaker 5 ;EchoTech;Silver;60;90
590;1;BK-M38S-46;Voice-Controlled Speaker 6 ;EchoTech;Silver;65;97,5
591;1;BK-M18S-40;Voice-Controlled Speaker 7 ;EchoTech;Silver;70;105
592;1;BK-M18S-42;Voice-Controlled Speaker 8 ;EchoTech;Silver;75;112,5
593;1;BK-M18S-44;Wireless Smart Speaker 1;SonicWave;Silver;80;120
594;1;BK-M18S-48;Wireless Smart Speaker 2;SonicWave;Silver;100;150
595;1;BK-M18S-52;Wireless Smart Speaker 3;SonicWave;Silver;105;157,5
596;1;BK-M18B-40;Wireless Smart Speaker 4;SonicWave;Black;45;67,5
597;1;BK-M18B-42;Wireless Smart Speaker 5;SonicWave;Black;50;75
598;1;BK-M18B-44;Wireless Smart Speaker 6;SonicWave;Black;55;82,5
599;1;BK-M18B-48;Multi-Room Smart Speaker 12;HomeSync;Black;60;90
600;1;BK-M18B-52;Multi-Room Smart Speaker 13;HomeSync;Black;75;112,5
601;5;BB-7421;True Wireless Earbuds 1;SonicBuds Pro;NA;80;150
602;5;BB-8107;True Wireless Earbuds 2;SonicBuds Pro;NA;85;160
603;5;BB-9108;True Wireless Earbuds 3;SonicBuds Pro;NA;90;170
604;2;BK-R19B-44;Smart Strip Lights 14;StripSync;Black;69;103,5
605;2;BK-R19B-48;Smart Strip Lights 15;StripSync;Black;72;108
606;2;BK-R19B-52;Smart Strip Lights 16;StripSync;Black;75;112,5
